代码,名称,最新,涨跌幅,成交量(手),成交金额,换手率,正股名称,正股价格,正股涨跌幅,转股价格,转股价值,转股溢价率,纯债价值,纯债YTM,平价底价溢价率,权证价格,有条件赎回价,到期赎回价,有条件回售价,剩余期限,到期日期,债券余额(亿元),主体评级,债券评级,类型,双低,pure_debt_prem,debt_rank,equity_rank,rank,自定义rank,,
132004.SH,15国盛EB,102.3,0,0,0,0,上海建工,2.79,0,5.3,52.6415,0.9555,102.9836,2.8302,-0.4888,-0.031,inf,inf,inf,0.3589,0,4477340000,AAA,AAA,偏债型,197.85,-0.00663795,24,377,401,24,,
113599.SH,嘉友转债,110.52,0.023,21889000,23954327,0.030406795,嘉友国际,16.48,0.0148,18.32,89.9563,0.2286,90.8209,2.6531,-0.009,19.749,inf,120,inf,5.1068,20260805,719872000,AA-,AA-,平衡型,133.38,0.216900515,175,226,401,175,,
128076.SZ,金轮转债,107.12,-0.0026,4370000,4679583,0.020435582,金轮股份,12.91,-0.0197,14.66,88.0628,0.2164,87.5587,1.6779,0.0062,19.596,inf,110,inf,4.2986,20251014,213842700,AA-,AA-,平衡型,128.76,0.22340784,180,221.5,401.5,180,,
132007.SH,16凤凰EB,104.35,0.001,6054000,6313496,0.0012108,凤凰传媒,7.4,0.0014,14.2,52.1127,1.0149,105.0028,2.71,-0.5036,0.014,inf,inf,inf,0.3452,0,5000000000,AAA,AAA,偏债型,205.84,-0.006216977,25,379,404,25,,
128133.SZ,奇正转债,108.95,-0.0016,3733300,4060273,0.00466787,奇正藏药,25.14,0.0088,30.12,83.4661,0.3053,93.2834,1.4477,-0.1048,15.716,inf,112,inf,5.2384,20260922,799786700,AA,AA,平衡型,139.48,0.16794628,137,267,404,137,,
123028.SZ,清水转债,101.71,0.0001,12943800,13133620,0.028441367,清水源,9.1,0.0055,11.84,76.8581,0.3233,87.4317,4.5676,-0.1202,14.349,inf,115,inf,3.9781,20250619,455104700,A+,A+,平衡型,134.04,0.163308045,128,276,404,128,,
123070.SZ,鹏辉转债,123.52,0.0042,14472400,17944262,0.016265119,鹏辉能源,22.38,0.0018,20.06,111.5653,0.1072,91.1291,-1.3424,0.2249,32.439,inf,110,100.114,5.3151,20261020,889781400,AA,AA,偏股型,134.24,0.3554397,261,144,405,261,,
123082.SZ,北陆转债,110.997,0.0009,22425300,24861249,0.044866061,北陆药业,9.11,0.0089,8.8,103.5227,0.0722,76.8727,1.7435,0.3473,34.158,inf,115,inf,5.4466,20261207,499827700,A+,A+,偏股型,118.217,0.443906614,299,107,406,299,,
128044.SZ,岭南转债,98.8,0.0045,10288600,10139557,0.015608701,岭南股份,3.07,0.0132,5.91,51.9459,0.902,98.5795,3.9647,-0.4725,0.321,inf,107,inf,3.1315,20240814,659158000,AA,AA,偏债型,189,0.002236773,31,376,407,31,,
113545.SH,金能转债,175.71,0.0363,230247000,405583942,0.225361148,金能科技,18.14,0.0278,10.43,173.9214,0.0103,95.6638,-9.5638,0.8186,80.075,inf,110,inf,4.2986,20251014,1021680100,AA,AA,偏股型,176.74,0.836744934,358,50,408,358,,
128145.SZ,日丰转债,114.701,-0.0132,4902700,5618084,0.012901842,日丰股份,14.55,-0.0136,13.66,106.5154,0.0768,79.5048,0.1078,0.3402,35.223,inf,110,inf,5.7342,20270322,380000000,AA-,AA-,偏股型,122.381,0.442692768,298,111,409,298,,
123097.SZ,美力转债,113.566,-0.022,9358000,10720112,0.031193333,美力科技,10.02,-0.052,9.34,107.2805,0.0586,75.8264,1.2581,0.4154,37.771,inf,115,inf,5.5863,20270127,300000000,A+,A+,偏股型,119.426,0.49771056,314,96,410,314,,
128132.SZ,交建转债,96.769,0.0063,13339300,12887591,0.015700962,新疆交建,10.81,-0.0009,18.57,58.2122,0.6623,93.3629,3.8335,-0.3762,3.455,inf,112,inf,5.2192,20260915,849584900,AA,AA,偏债型,162.999,0.036482371,44,367,411,44,,
123066.SZ,赛意转债,151.5,-0.027,247111300,374023426,1.00657523,赛意信息,21.11,-0.0465,14.01,150.6781,0.0055,78.2935,-4.2343,0.9255,73.246,inf,115,inf,5.2219,20260916,245497100,A+,A+,偏股型,152.05,0.935026535,366,45,411,366,,
128124.SZ,科华转债,105.118,0.0025,5412700,5666038,0.00733721,科华生物,17.47,0.0104,21.51,81.218,0.2943,88.3031,0.967,-0.0798,16.859,inf,106,inf,5.0849,20260728,737705500,AA,AA,平衡型,134.548,0.190422533,152,259,411,152,,
113534.SH,鼎胜转债,185.33,-0.0007,880351000,1707387319,1.140913217,鼎胜新材,27.86,-0.0214,15.18,183.531,0.0098,97.7744,-12.1556,0.8791,87.66,inf,110,inf,3.7836,20250409,771619600,AA,AA,偏股型,186.31,0.895485935,363,49,412,363,,
123110.SZ,九典转债,139.167,0.0203,60853800,83771672,0.225384444,九典制药,36.4,0.0069,26.44,137.6702,0.0109,74.3968,-2.3861,0.8512,64.799,inf,115,inf,5.7616,20270401,270000000,A+,A+,偏股型,140.257,0.87060465,361,51,412,361,,
127019.SZ,国城转债,92.31,0.0039,5728300,5277912,0.00674031,国城矿业,8.93,0.0056,21.07,42.3825,1.178,92.3384,4.5581,-0.5408,0.017,inf,110,inf,5.0493,20260715,849857000,AA,AA,偏债型,210.11,-0.000307564,30,382,412,30,,
113589.SH,天创转债,95.41,0.0043,4761000,4541259,0.007939486,天创时尚,6.27,0.0064,12.29,51.0171,0.8702,92.4247,3.863,-0.4478,3.026,inf,110,inf,4.9918,20260624,599661000,AA,AA,偏债型,182.43,0.032299807,41,372,413,41,,
113563.SH,柳药转债,108.29,0.0004,485000,524169,0.000604742,柳药股份,19.5,0.0062,23.87,81.6925,0.3256,92.7194,0.937,-0.1189,15.577,inf,108,inf,4.5562,20260116,801995000,AA,AA,平衡型,140.85,0.167932493,136,277,413,136,,
132011.SH,17浙报EB,100.5,0,0,0,0,浙数文化,7.46,0.0054,23.72,31.1093,2.2581,101.4894,3.1581,-0.6935,-0.125,inf,inf,inf,1.1397,0,2400000000,AAA,AAA,偏债型,326.31,-0.009748801,19,394,413,19,,
127034.SZ,绿茵转债,102.662,0.0074,15082400,15446328,0.021183146,绿茵生态,10.68,0.0104,12.38,86.2682,0.19,81.3804,2.6089,0.061,21.354,inf,113,inf,5.8411,20270430,712000000,AA-,AA-,平衡型,121.662,0.261507685,206,208,414,206,,
123073.SZ,同和转债,116.72,-0.0015,5242000,6122534,0.014603567,同和药业,16.27,0.0006,14.82,109.7841,0.0632,78.1836,0.9153,0.4049,38.574,inf,116,inf,5.3315,20261026,358953400,A+,A+,偏股型,123.04,0.492896208,312,102,414,312,,
128069.SZ,华森转债,105.003,0.0028,15221000,15965583,0.050775154,华森制药,13.44,0.0067,18.01,74.6252,0.4071,92.9207,3.3018,-0.196,12.191,inf,115,inf,3.9918,20250624,299772600,AA-,AA-,平衡型,145.713,0.130028078,102,312,414,102,,
128078.SZ,太极转债,117.339,-0.0003,3457000,4044382,0.003599738,太极股份,20.46,-0.0303,22.4,91.3393,0.2846,97.2405,-0.0884,-0.0604,20.127,inf,112,inf,4.3178,20251021,960347700,AA,AA,平衡型,145.799,0.206688571,164,251,415,164,,
123112.SZ,万讯转债,112.191,-0.0028,2800400,3142933,0.011396656,万讯自控,8.73,-0.0158,8.93,97.7604,0.1476,85.4359,1.838,0.1445,26.776,inf,118,inf,5.7808,20270408,245721200,AA-,AA-,平衡型,126.951,0.313159925,241,174,415,241,,
127032.SZ,苏行转债,115.61,0.0053,23138700,26656108,0.00462774,苏州银行,7.7,0.0039,8.1,95.0617,0.2162,92.7964,-0.0775,0.0249,22.861,inf,110,inf,5.7918,20270412,5000000000,AAA,AAA,平衡型,137.23,0.245845744,196,219.5,415.5,196,,
113607.SH,伟20转债,117.13,0.0053,1461000,1702935,0.001217714,伟明环保,22.2,0.0018,22.01,100.8632,0.1613,90.9152,-0.3319,0.11,26.26,inf,110,inf,5.3507,20261102,1199789100,AA,AA,平衡型,133.26,0.288343423,224,193,417,224,,
123046.SZ,天铁转债,227.879,0.0083,118294000,271134676,1.898179869,天铁股份,23.06,0.0136,10.12,227.8656,0.0001,87.0496,-13.2445,1.6183,140.85,inf,112,inf,4.726,20260319,62319700,AA-,AA-,偏股型,227.889,1.6178064,381,36,417,381,,
123050.SZ,聚飞转债,118.62,-0.0098,6342200,7565340,0.009006555,聚飞光电,5.32,0.0076,5.18,102.7027,0.155,91.1018,0.9122,0.1277,27.548,inf,118,inf,4.7973,20260414,704176000,AA-,AA-,平衡型,134.12,0.302059893,233,184,417,233,,
123074.SZ,隆利转债,112.443,-0.0197,67482600,76506389,0.208002486,隆利科技,17.45,-0.0743,18.33,95.1991,0.1811,87.9345,1.8852,0.0839,24.614,inf,118,inf,5.3397,20261029,324431700,AA-,AA-,平衡型,130.553,0.278713133,214,203,417,214,,
123033.SZ,金力转债,122.7,0.0016,18792000,23119049,0.043258175,金力永磁,27.2,0.0063,25.3,107.5099,0.1413,92.4583,-0.2323,0.163,30.256,inf,114,inf,4.3479,20251101,434415000,AA-,AA-,平衡型,136.83,0.327084751,250,168.5,418.5,250,,
123059.SZ,银信转债,106.651,0.0007,3154900,3362453,0.008062039,银信科技,7.87,-0.0101,9.72,80.9671,0.3172,89.8213,3.113,-0.0981,16.878,inf,118,inf,5.0493,20260715,391327800,AA-,AA-,平衡型,138.371,0.187368698,148,271,419,148,,
128097.SZ,奥佳转债,220.681,-0.0248,95630900,211115455,0.208033729,奥佳华,22.85,-0.0172,10.39,219.923,0.0034,93.8647,-13.2375,1.3433,126.831,inf,110,inf,4.6658,20260225,459689400,AA,AA,偏股型,221.021,1.35105423,377,43,420,377,,
123029.SZ,英科转债,1262,0.0315,39203100,494654879,2.197323065,英科医疗,105,0.0283,8.32,1262.0192,0,116.5714,-42.0442,9.8355,1145.529,inf,128,inf,4.137,20250816,17841300,AA,AA,偏股型,1262,9.825983046,393,27.5,420.5,393,,
128143.SZ,锋龙转债,112.36,-0.0121,19093500,21549544,0.077932653,锋龙股份,13.26,-0.0335,12.73,104.1634,0.0787,76.2938,1.4859,0.3659,36.1,inf,115,inf,5.5342,20270108,245000000,A+,A+,偏股型,120.23,0.472727797,307,114,421,307,,
123107.SZ,温氏转债,106.62,0.0015,49959200,53385131,0.00537369,温氏股份,14.22,0.0194,17.82,79.798,0.3361,91.2491,1.0317,-0.125,15.417,inf,108,inf,5.7534,20270329,9297000000,AAA,AAA,平衡型,140.23,0.168449881,138,284,422,138,,
123096.SZ,思创转债,106.357,-0.0039,1306800,1394856,0.00159951,思创医惠,7.07,-0.0181,8.27,85.4897,0.2441,86.3527,2.8399,-0.0096,20.04,inf,118,inf,5.5836,20270126,817000000,AA-,AA-,平衡型,130.767,0.231658072,186,237,423,186,,
113527.SH,维格转债,205.07,-0.0342,384081000,805502498,0.889468002,锦泓集团,19.97,-0.0445,9.85,202.7411,0.0115,103.2994,-14.2004,0.9646,101.872,inf,115,inf,3.5781,20250124,431809800,AA,AA,偏股型,206.22,0.985200301,370,53,423,370,,
123060.SZ,苏试转债,133.009,0.0231,11546000,15197963,0.037277773,苏试试验,23.01,0.03,18.28,125.8753,0.0567,85.0375,-2.4489,0.481,48.018,inf,112,inf,5.0658,20260721,309728800,AA-,AA-,偏股型,138.679,0.564121711,329,94,423,329,,
128144.SZ,利民转债,108.57,0.0081,5340000,5786838,0.00544898,利民股份,12,0.0178,13.98,85.8369,0.2648,88.5164,0.8913,-0.03,20.079,inf,110,inf,5.6767,20270301,980000000,AA,AA,平衡型,135.05,0.226552368,182,244,426,182,,
128138.SZ,侨银转债,103.068,0.0014,2826200,2911737,0.006729357,侨银股份,16.08,-0.0019,25.33,63.482,0.6236,96.3876,5.4567,-0.341,6.733,inf,130,inf,5.3918,20261117,419980700,AA-,AA-,偏债型,165.428,0.06930767,63,363,426,63,,
113620.SH,傲农转债,101.62,0.0003,3544000,3597820,0.003544,傲农生物,9.49,-0.0104,14.51,65.4032,0.5537,93.8983,3.1759,-0.3033,7.749,inf,116,inf,5.7014,20270310,1000000000,AA,AA,偏债型,156.99,0.082234716,71,355,426,71,,
113618.SH,美诺转债,130.05,0.0019,90762000,119853483,0.174542308,美诺华,46.59,0.0199,37.47,124.3395,0.0459,80.4819,-2.1832,0.5456,49.602,inf,110,inf,5.5507,20270114,520000000,AA-,AA-,偏股型,134.64,0.615891275,337,90,427,337,,
123061.SZ,航新转债,119.1,-0.0118,215520200,258788191,0.862995575,航新科技,16.2,-0.0182,14.86,109.0175,0.0925,81.695,0.9491,0.3351,37.447,inf,118,inf,5.0685,20260722,249735000,A+,A+,偏股型,128.35,0.457861558,303,124,427,303,,
110058.SH,永鼎转债,104.91,-0.0012,13363000,14029947,0.051157876,永鼎股份,3.88,0.0026,5.04,76.9841,0.3627,90.2881,2.3196,-0.1463,14.728,inf,110,inf,3.8027,20250416,261211000,AA-,AA-,平衡型,141.18,0.161947145,126,301.5,427.5,126,,
123068.SZ,弘信转债,108.9,-0.0081,4586700,4973303,0.008047178,弘信电子,16.52,-0.0137,18.45,89.5393,0.2162,86.226,2.0831,0.039,22.724,inf,115,inf,5.3014,20261015,569976200,AA-,AA-,平衡型,130.52,0.262960128,208,219.5,427.5,208,,
113598.SH,法兰转债,109.72,-0.0002,3434000,3771079,0.012472578,法兰泰克,12.4,0.0049,13.88,89.3372,0.2282,87.5117,2.0173,0.0214,22.256,inf,115,inf,5.0931,20260731,275324000,AA-,AA-,平衡型,132.54,0.253775209,204,225,429,204,,
113550.SH,常汽转债,171.27,-0.0093,127458000,218697046,0.554274385,常熟汽饰,15.52,-0.0214,9.33,166.3451,0.0296,91.8808,-7.7033,0.8107,79.403,inf,115,inf,4.3945,20251118,229954700,AA-,AA-,偏股型,174.23,0.86404559,360,70,430,360,,
113548.SH,石英转债,159.95,-0.0026,10572000,16864592,0.086093308,石英股份,22.94,0.0066,14.93,153.6504,0.041,94.6716,-5.7484,0.6236,65.316,inf,118,inf,4.337,20251028,122797000,AA-,AA-,偏股型,164.05,0.68952463,346,84,430,346,,
113537.SH,文灿转债,176.83,-0.0011,88624000,155616077,0.618162212,文灿股份,33.15,0.0027,19.28,171.9398,0.0284,94.3678,-9.3666,0.8241,82.57,inf,115,inf,3.9534,20250610,143366900,AA-,AA-,偏股型,179.67,0.873838322,362,68,430,362,,
128095.SZ,恩捷转债,331.825,0.0439,226809300,748206618,0.426795847,恩捷股份,214.4,0.0309,64.92,330.2526,0.0048,94.0595,-20.7305,2.5113,237.772,inf,110,inf,4.6274,20260211,531423400,AA,AA,偏股型,332.305,2.527820156,388,44,432,388,,
128037.SZ,岩土转债,104.149,-0.0008,12647700,13172409,0.020980232,中化岩土,3.1,0.0032,7.99,38.7985,1.6844,100.4359,2.5121,-0.6136,3.749,inf,108,inf,2.7151,20240315,602838900,AA,AA,偏债型,272.589,0.036969848,45,387,432,45,,
110066.SH,盛屯转债,157.38,0.0414,453362000,719867302,0.868663841,盛屯矿业,7.35,0.047,4.88,150.6148,0.0449,93.8081,-6.606,0.6058,63.587,inf,110,inf,4.6795,20260302,521907300,AA,AA,偏股型,161.87,0.677680286,345,87,432,345,,
128017.SZ,金禾转债,160.689,-0.0202,48744000,78128544,0.088303036,金禾实业,33.33,-0.0027,21.97,151.7069,0.0592,99.782,-15.4698,0.5205,60.916,inf,106,100.2,2.3479,20231101,552008200,AA,AA,偏股型,166.609,0.610400673,336,97.5,433.5,336,,
128109.SZ,楚江转债,120.5,-0.0131,19025400,22939186,0.010397031,楚江新材,8.75,-0.0289,8.63,101.3905,0.1885,92.687,-0.9754,0.0943,27.847,inf,110,inf,4.937,20260604,1829887800,AA,AA,平衡型,139.35,0.300074444,230,206,436,230,,
128053.SZ,尚荣转债,132.3,-0.0214,106176100,141480190,0.55710014,尚荣医疗,5.61,-0.0071,4.89,114.7239,0.1532,98.5758,-4.0075,0.165,33.822,inf,110,inf,3.6356,20250214,190587100,AA,AA,平衡型,147.62,0.342114393,255,182,437,255,,
123051.SZ,今天转债,112.06,-0.0067,7368100,8264654,0.02636218,今天国际,8.57,-0.0035,8.7,98.5057,0.1376,80.9339,1.8251,0.2178,31.171,inf,116,inf,4.937,20260604,279495100,A+,A+,偏股型,125.82,0.384586681,273,165,438,273,,
123012.SZ,万顺转债,129.599,-0.0122,303874000,401292669,2.358627424,万顺新材,6.12,0.0286,5.27,116.129,0.116,91.8871,-5.2301,0.2651,37.802,inf,106,inf,3.063,20240720,128835100,AA-,AA-,偏股型,141.199,0.410415608,285,153,438,285,,
113025.SH,明泰转债,186.48,-0.0131,41116000,76807483,0.037483716,明泰铝业,19.85,-0.0144,11,180.4545,0.0334,97.9427,-12.2562,0.8444,88.642,inf,110,inf,3.7863,20250410,1096903000,AA,AA,偏股型,189.82,0.903970383,364,74,438,364,,
127025.SZ,冀东转债,108.211,0.0063,2760200,2978764,0.001553722,冀东水泥,12.38,-0.0008,15.28,81.0209,0.3356,90.4956,0.3281,-0.1034,17.848,inf,106,inf,5.3589,20261105,1776508800,AAA,AAA,平衡型,141.771,0.195759794,156,283,439,156,,
123067.SZ,斯莱转债,152.29,0.0345,151898900,228798566,0.391544485,斯莱克,13.69,0.0015,9.38,145.9488,0.0434,86.7136,-4.3586,0.6841,65.627,inf,115,inf,5.2247,20260917,387948000,AA-,AA-,偏股型,156.63,0.756241236,355,85,440,355,,
113043.SH,财通转债,108.01,0.0128,65111000,70084526,0.01713487,财通证券,10.66,0.024,13.13,81.1881,0.3304,90.1593,0.3735,-0.0984,17.964,inf,106,inf,5.4548,20261210,3799912000,AAA,AAA,平衡型,141.05,0.197990668,159,281,440,159,,
128118.SZ,瀛通转债,103.081,0.0007,6991900,7221902,0.023317829,瀛通通讯,15.29,0.0007,21.12,72.3958,0.4239,88.732,3.523,-0.1837,14.394,inf,115,inf,5.0137,20260702,299852100,AA-,AA-,平衡型,145.471,0.161711671,125,315,440,125,,
123092.SZ,天壕转债,109.9,-0.0059,3009500,3315202,0.007114657,天壕环境,5.16,-0.0134,5.2,99.2308,0.1075,76.4964,1.9008,0.2978,33.437,inf,115,inf,5.4932,20261224,423000000,A+,A+,偏股型,120.65,0.436668915,295,145,440,295,,
128091.SZ,新天转债,122.17,0.0024,34162000,41913905,0.193815734,新天药业,18.26,0.0088,16.39,111.4094,0.0966,82.28,-0.5196,0.3549,39.944,inf,113,inf,4.5096,20251230,176260200,A+,A+,偏股型,131.83,0.484807973,310,131,441,310,,
123111.SZ,东财转3,148.22,0.0297,1403358700,2081362173,0.088820171,东方财富,32.7,0.0721,23.35,140.0428,0.0584,87.6813,-4.9996,0.5975,60.555,inf,107,inf,5.7781,20270407,15800000000,AA+,AA+,偏股型,154.06,0.690440265,347,95,442,347,,
123011.SZ,德尔转债,105.762,-0.0004,8023600,8484972,0.032005706,德尔股份,20.22,0,31.38,64.4359,0.6414,96.8938,3.2236,-0.3343,8.963,inf,112,inf,3.0575,20240718,250692800,AA-,AA-,偏债型,169.902,0.091524948,77,365,442,77,,
123083.SZ,朗新转债,126,0.0056,9642900,12052470,0.012054522,朗新科技,17.08,-0.0018,15.45,110.5502,0.1398,90.4308,-1.6734,0.223,35.61,inf,110,inf,5.4521,20261209,799940500,AA,AA,偏股型,139.98,0.393330591,276,167,443,276,,
110055.SH,伊力转债,196.35,0.0095,1057618000,2083994657,4.336282496,伊力特,32,0.0156,16.81,190.3629,0.0315,98.1515,-13.7365,0.9415,98.3,inf,110,inf,3.7151,20250315,243899700,AA,AA,偏股型,199.5,1.000478852,372,72,444,372,,
128035.SZ,大族转债,111.299,0.0017,25985400,28956404,0.011299819,大族激光,38.74,0.0107,51.9,74.6435,0.4911,98.2395,-1.3676,-0.2398,13.116,inf,105,103,2.6137,20240206,2299629700,AA+,AA+,偏债型,160.409,0.132935326,108,337,445,108,,
113619.SH,世运转债,102.95,-0.0034,4743000,4889653,0.004743,世运电路,13.94,-0.038,19.92,69.9799,0.4711,89.9835,2.0773,-0.222,13.001,inf,110,inf,5.5671,20270120,1000000000,AA,AA,偏债型,150.06,0.14409864,115,331,446,115,,
128085.SZ,鸿达转债,108,0.0172,71895300,77810721,0.092371658,鸿达兴业,4.12,0.0404,3.91,105.3708,0.025,39.2826,3.2829,1.685,68.756,inf,118,inf,4.4712,20251216,778326400,B,B,偏股型,110.5,1.749308854,383,64,447,383,,
123022.SZ,长信转债,152.209,-0.0006,9720200,14901261,0.03787632,长信科技,8.45,-0.0012,6.05,139.6694,0.0898,98.118,-7.5161,0.425,54.193,inf,110,inf,3.7233,20250318,256630000,AA,AA,偏股型,161.189,0.551285187,326,122,448,326,,
128111.SZ,中矿转债,269.97,-0.0012,142847200,386065252,0.925042562,中矿资源,40.64,-0.025,15.42,263.5538,0.0243,90.4434,-14.7148,1.9155,179.572,inf,118,inf,4.9562,20260611,154422300,AA-,AA-,偏股型,272.4,1.98496076,387,62,449,387,,
113588.SH,润达转债,107.98,0.0059,1351000,1460868,0.002456574,润达医疗,10.52,-0.0113,13.36,78.7425,0.3713,91.7019,1.0981,-0.1409,16.319,inf,109,inf,4.9726,20260617,549953000,AA,AA,平衡型,145.11,0.177511044,143,306,449,143,,
113584.SH,家悦转债,99.98,0.0038,8291000,8283072,0.012855041,家家悦,17.16,-0.0127,37.53,45.7234,1.1866,92.6758,2.9075,-0.5062,7.382,inf,110,inf,4.9397,20260605,644961000,AA,AA,偏债型,218.64,0.078814534,67,384,451,67,,
110074.SH,精达转债,178.97,-0.0197,97696000,174045947,0.142594357,精达股份,6.39,-0.0448,3.73,171.3137,0.0447,93.6702,-8.0133,0.8299,85.348,inf,112,inf,5.1452,20260819,685132300,AA,AA,偏股型,183.44,0.91063967,365,86,451,365,,
123085.SZ,万顺转2,112.5,0.0211,91128400,102792735,0.101292584,万顺新材,6.12,0.0286,6.2,98.7097,0.1397,79.6424,0.1324,0.24,32.897,inf,108,inf,5.4575,20240720,899655200,AA-,AA-,偏股型,126.47,0.412564162,288,166,454,288,,
127021.SZ,特发转2,106.383,0.0017,6363600,6784301,0.01157229,特发信息,8.13,-0.0205,12.33,65.9367,0.6134,95.1933,1.5629,-0.3067,11.274,inf,110,inf,4.1123,20250807,549899800,AA,AA,偏债型,167.723,0.117547138,94,361,455,94,,
123044.SZ,红相转债,105.516,0.0017,11634400,12219665,0.021168604,红相股份,13.07,-0.0439,18.67,70.0054,0.5073,92.678,3.7565,-0.2445,12.86,inf,118,inf,4.7068,20260312,549606400,AA-,AA-,偏债型,156.246,0.138522627,111,344,455,111,,
127030.SZ,盛虹转债,150,0.0033,463786200,696197209,0.09275724,东方盛虹,19.62,0.0192,14.1,139.1489,0.078,89.6184,-4.9531,0.5531,60.403,inf,108,inf,5.7342,20270322,5000000000,AA+,AA+,偏股型,157.8,0.673763424,344,112,456,344,,
123101.SZ,拓斯转债,108.302,-0.0092,6963500,7532055,0.010393284,拓斯达,33.93,0.0006,42.25,80.3077,0.3486,89.2696,1.0916,-0.1001,19.058,inf,110,inf,5.7014,20270310,670000000,AA,AA,平衡型,143.162,0.213201359,171,287,458,171,,
123091.SZ,长海转债,120.79,0.0074,11576000,13999940,0.021047273,长海股份,16.29,0.0105,16.14,100.9294,0.1968,91.1504,-0.7154,0.1078,29.68,inf,111,inf,5.4904,20261223,550000000,AA,AA,平衡型,140.47,0.325172462,248,210,458,248,,
123062.SZ,三超转债,116.5,-0.0209,68275000,80344023,0.350512511,三超新材,18.37,-0.0382,17.13,107.2388,0.0864,70.9428,0.5475,0.5124,45.596,inf,113,inf,5.0822,20260727,194786200,A,A,偏股型,125.14,0.642168057,340,118,458,340,,
127024.SZ,盈峰转债,112.9,-0.0003,5719200,6437619,0.003874423,盈峰环境,6.93,-0.0029,8.31,83.3935,0.3538,93.2099,0.317,-0.105,19.727,inf,110,inf,5.3562,20261104,1476142500,AA+,AA+,平衡型,148.28,0.211244728,169,290,459,169,,
127015.SZ,希望转债,107.6,0.0054,14839900,15932477,0.015620693,新希望,14.11,0.005,19.75,71.443,0.5061,93.5816,0.4966,-0.2358,14.111,inf,106,inf,4.5205,20260103,950015500,AAA,AAA,偏债型,158.21,0.149798678,117,343,460,117,,
113569.SH,科达转债,97.63,0.0025,3536000,3447791,0.006854453,苏州科达,6.94,0,14.8,46.8919,1.082,89.1113,4.6383,-0.4737,8.539,inf,115,inf,4.6986,20260309,515869000,AA-,AA-,偏债型,205.83,0.095596181,80,380,460,80,,
113572.SH,三祥转债,117.7,-0.0008,3245000,3826842,0.019208799,三祥新材,15.03,-0.0176,14.09,106.6714,0.1034,76.1036,-0.9149,0.4025,41.642,inf,108,inf,4.7068,20260312,168933000,A+,A+,偏股型,128.04,0.546575983,325,136,461,325,,
113579.SH,健友转债,120.09,-0.0022,3996000,4808505,0.007945724,健友股份,40.77,-0.02,42.01,97.0483,0.2374,92.3833,-1.1105,0.0508,27.73,inf,109,inf,4.8219,20260423,502912000,AA,AA,平衡型,143.83,0.299910265,229,232,461,229,,
113582.SH,火炬转债,265.18,0.0071,33240000,87055647,0.07953485,火炬电子,64.91,-0.0012,25.33,256.2574,0.0348,92.7767,-15.8449,1.7631,172.437,inf,110,inf,4.9151,20260527,417930000,AA,AA,偏股型,268.66,1.858260749,386,76,462,386,,
128131.SZ,崇达转2,103.499,0,2954400,3058291,0.002110364,崇达技术,12.32,-0.0112,19.38,63.5707,0.6281,91.7698,2.1232,-0.3069,11.777,inf,110,inf,5.1973,20260907,1399948300,AA,AA,偏债型,166.309,0.12781111,98,364,462,98,,
110079.SH,杭银转债,114.62,-0.0026,229503000,262235767,0.0153002,杭州银行,14.85,-0.0133,16.71,88.8689,0.2898,90.7092,-0.3439,-0.0198,23.956,inf,108,inf,5.7534,20270329,15000000000,AAA,AAA,平衡型,143.6,0.2635984,209,253,462,209,,
113559.SH,永创转债,175.98,0.1076,53045000,97771413,9.56851922,永创智能,17.21,0.043,10.32,166.7636,0.0553,89.0247,-8.6397,0.8734,86.962,100.405,112,inf,4.4904,20251223,5543700,AA-,AA-,偏股型,181.51,0.976754766,369,93,462,369,,
113016.SH,小康转债,494.33,-0.0432,559968000,2813246131,2.341245103,小康股份,75.3,-0.0495,15.7,479.6178,0.0307,100.2153,-47.5392,3.7863,394.124,inf,106,inf,2.3616,20231106,239175300,AA,AA,偏股型,497.4,3.93267994,392,71,463,392,,
