代码,名称,最新,涨跌幅,成交量(手),成交金额,换手率,正股名称,正股价格,正股涨跌幅,转股价格,转股价值,转股溢价率,纯债价值,纯债YTM,平价底价溢价率,权证价格,有条件赎回价,到期赎回价,有条件回售价,剩余期限,到期日期,债券余额(亿元),主体评级,债券评级,类型,双低,pure_debt_prem,debt_rank,equity_rank,rank,自定义rank,,
113602.SH,景20转债,118.2,-0.0053,5294000,6262063,0.002974248,景旺电子,26.47,-0.0071,27.4,96.6058,0.2235,90.4385,-0.8336,0.0687,27.809,inf,108,inf,5.1589,20260824,1779946000,AA,AA,平衡型,140.55,0.306965507,239,224,463,239,,
128139.SZ,祥鑫转债,100.24,0.0014,3389700,3400721,0.005239295,祥鑫科技,25.55,0.0016,36.96,69.1288,0.45,85.2591,3.5989,-0.1888,15.027,inf,115,inf,5.4301,20261201,646976400,AA-,AA-,平衡型,145.24,0.175710276,142,324,466,142,,
123105.SZ,拓尔转债,108.669,-0.0012,6370800,6960885,0.0079635,拓尔思,8.7,-0.0068,9.93,87.6133,0.2403,83.5091,1.9458,0.0495,25.188,inf,115,inf,5.726,20270319,800000000,AA-,AA-,平衡型,132.699,0.301283333,232,234,466,232,,
128029.SZ,太阳转债,175.99,-0.0001,16367000,28671482,0.018009637,太阳纸业,13.83,0.0073,8.55,161.7544,0.088,102.0411,-28.4689,0.5864,74.026,inf,106,inf,1.4877,20221222,908791200,AA+,AA+,偏股型,184.79,0.724697205,351,119,470,351,,
123099.SZ,普利转债,128.105,0.0126,19518400,25298027,0.022962824,普利制药,52.87,0.048,46.22,114.3877,0.1199,85.765,-0.6601,0.3343,42.376,inf,118,inf,5.6219,20270209,850000000,AA-,AA-,偏股型,140.095,0.493674576,313,157,470,313,,
128117.SZ,道恩转债,101.795,0.0025,5824400,5922193,0.016182341,道恩股份,18.16,-0.0109,28.83,62.9899,0.6161,89.5954,4.0126,-0.2966,12.244,inf,118,inf,5.0137,20260702,359923200,AA-,AA-,偏债型,163.405,0.136163241,109,362,471,109,,
113604.SH,多伦转债,107.03,-0.0041,1575000,1687626,0.002461253,多伦科技,8.61,-0.0115,10.4,82.7885,0.2928,83.4245,1.7795,-0.007,23.654,inf,112,inf,5.2959,20261013,639918000,AA-,AA-,平衡型,136.31,0.282956446,218,256,474,218,,
123084.SZ,高澜转债,108.71,-0.0017,5237100,5690066,0.018704263,高澜股份,8.46,-0.0265,9,94,0.1565,76.9686,2.1718,0.2218,31.775,inf,115,inf,5.4548,20261210,279995000,A+,A+,偏股型,124.36,0.412394145,287,187,474,287,,
123108.SZ,乐普转2,128.199,0.0063,16749800,21493641,0.010225763,乐普医疗,31.96,0.0323,29.5,108.339,0.1833,92.6863,-2.995,0.1693,35.546,inf,107.8,inf,4.7562,20260330,1638000000,AA+,AA+,平衡型,146.529,0.383149397,271,204,475,271,,
113546.SH,迪贝转债,105.42,-0.0001,1589000,1677180,0.006913986,迪贝电气,11.17,-0.0133,14,79.7857,0.3213,84.474,3.2352,-0.0548,21.007,inf,115,inf,4.3233,20251023,229824000,A+,A+,平衡型,137.55,0.247957952,200,275,475,200,,
113567.SH,君禾转债,108.27,-0.0041,1057000,1149242,0.00503446,君禾股份,9.98,-0.006,11.16,89.4265,0.2107,80.4311,2.0449,0.1125,27.887,inf,113,inf,4.6849,20260304,209953000,A+,A+,平衡型,129.34,0.34612109,257,218,475,257,,
123045.SZ,雷迪转债,115.85,-0.0047,35591000,41449148,0.214282661,雷迪克,20.26,-0.0231,20.13,100.6458,0.1511,80.3474,0.5654,0.2534,35.551,inf,113,inf,4.7068,20260312,166093700,A+,A+,偏股型,130.96,0.441863707,297,178,475,297,,
123047.SZ,久吾转债,140.739,-0.0158,138964000,196269074,0.69775826,久吾高科,22.17,-0.0251,17.43,127.1945,0.1065,87.6225,-1.7726,0.4525,53.17,inf,121,inf,4.7288,20260320,199157800,A+,A+,偏股型,151.389,0.606197038,334,141,475,334,,
123057.SZ,美联转债,110,-0.0008,9322000,10258739,0.045111639,美联新材,8.4,-0.0118,9.91,84.7629,0.2977,85.8678,1.4787,-0.0124,24.175,inf,112,inf,5.011,20260701,206642900,AA-,AA-,平衡型,139.77,0.281038992,216,262,478,216,,
113614.SH,健20转债,125.39,0.0004,1475000,1851410,0.001891059,健友股份,40.77,-0.02,38,107.2895,0.1687,89.6562,-1.7227,0.1972,35.774,inf,109,inf,5.474,20260423,779986100,AA,AA,平衡型,142.26,0.39856474,281,198.5,479.5,281,,
123053.SZ,宝通转债,109.25,0.004,6220000,6714322,0.012441657,宝通科技,16.87,-0.0065,20.8,81.1058,0.347,88.0647,2.0956,-0.0783,21.257,inf,115,inf,4.9397,20260605,499933400,AA-,AA-,平衡型,143.95,0.240565175,194,286,480,194,,
113570.SH,百达转债,106.31,-0.0069,2203000,2343976,0.007869037,百达精工,10.19,-0.036,11.54,88.3016,0.2039,77.554,1.6965,0.1393,28.802,inf,110,inf,4.7041,20260311,279958000,A+,A+,平衡型,126.7,0.370786807,267,213.5,480.5,267,,
127022.SZ,恒逸转债,125.6,0.0325,64536000,80782531,0.032269607,恒逸石化,12.44,0.0419,11.5,108.1739,0.1611,88.6526,-2.688,0.2207,36.986,inf,105,inf,5.3041,20261016,1999900400,AA+,AA+,偏股型,141.71,0.416766119,290,191,481,290,,
128072.SZ,翔鹭转债,101,0.007,4950000,4986624,0.016400476,翔鹭钨业,8.96,-0.0078,15.34,58.4094,0.7292,88.694,3.2716,-0.341,12.368,inf,110,inf,4.1479,20250820,301820500,AA-,AA-,偏债型,173.92,0.138746702,112,369,481,112,,
123031.SZ,晶瑞转债,301,0.0056,248886400,748448889,3.948171273,晶瑞股份,29,0,10.13,286.2784,0.0514,82.1064,-20.7248,2.4893,218.955,inf,111,inf,4.1726,20250829,63038400,A+,A+,偏股型,306.14,2.665974881,390,92,482,390,,
123025.SZ,精测转债,135.866,-0.0083,26261600,36569035,0.084898137,精测电子,58.26,0.0159,49.37,118.0069,0.1513,92.315,-4.0784,0.2798,43.659,inf,112,inf,3.7534,20250329,309330700,AA-,AA-,偏股型,150.996,0.471765152,306,179,485,306,,
113596.SH,城地转债,92.75,0.0143,25138000,23173812,0.020952033,城地香江,10.31,-0.0039,24.26,42.4979,1.1825,81.9724,4.142,-0.4813,10.822,inf,108,inf,5.0849,20260728,1199788100,AA-,AA-,偏债型,211,0.1314784,107,383,490,107,,
123030.SZ,九洲转债,182.3,-0.0124,53287300,97420161,0.551605524,九洲集团,9.45,-0.0258,5.65,167.2566,0.0899,92.4553,-9.7513,0.8103,89.91,inf,115,inf,4.1479,20261221,96604000,AA-,AA-,偏股型,191.29,0.971763652,367,123,490,367,,
123056.SZ,雪榕转债,104.96,0.0104,9568800,10003818,0.016380679,雪榕生物,8.32,-0.0189,11.77,70.6882,0.4848,87.643,2.8925,-0.193,17.361,inf,115,100.151,4.9918,20260624,584151600,AA-,AA-,平衡型,153.44,0.19758566,158,336,494,158,,
123104.SZ,卫宁转债,121.362,0.0198,14240500,17251844,0.014676918,卫宁健康,15.9,0.0392,17.76,89.527,0.3556,96.9119,0.5401,-0.0759,24.478,inf,120,inf,5.7178,20270316,970265000,AA,AA,平衡型,156.922,0.25229203,203,293,496,203,,
113603.SH,东缆转债,115.41,0.001,4594000,5297049,0.005743175,东方电缆,20.17,-0.0035,23.65,85.2854,0.3532,91.4201,-0.0522,-0.0666,24.039,inf,110,inf,5.2438,20260924,799906000,AA,AA,平衡型,150.73,0.262413846,207,289,496,207,,
123113.SZ,仙乐转债,120,0.0152,118225600,150203765,0.115354102,仙乐健康,58.95,0.131,56.92,103.5664,0.1587,81.178,-0.22,0.2761,38.842,inf,113,inf,5.811,20270419,1024892900,AA-,AA-,偏股型,135.87,0.478233019,308,188.5,496.5,308,,
123081.SZ,精研转债,104.1,-0.0038,6623500,6897612,0.011621301,精研科技,38.59,-0.0041,53.4,72.2659,0.4405,85.4707,2.9131,-0.154,18.676,inf,115,inf,5.4356,20261203,569944800,AA-,AA-,平衡型,148.15,0.217961243,177,320,497,177,,
123076.SZ,强力转债,101.349,0.0046,12290100,12471686,0.014460151,强力新材,13.06,-0.0076,18.94,68.9546,0.4698,83.667,2.9975,-0.1754,17.728,inf,113,inf,5.3973,20261119,849928900,AA-,AA-,平衡型,148.329,0.211337803,170,329,499,170,,
113616.SH,韦尔转债,150.51,0.0265,134826000,200646171,0.055256557,韦尔股份,296.6,0.0264,222.83,133.106,0.1308,92.2743,-4.9076,0.443,58.268,inf,110,inf,5.5041,20261228,2440000000,AA+,AA+,偏股型,163.59,0.631115056,339,160,499,339,,
123109.SZ,昌红转债,117,-0.0002,5774600,6776629,0.012553478,昌红科技,27.22,-0.0109,28.06,97.0064,0.2061,83.1727,0.5957,0.1666,33.848,inf,115,inf,5.7616,20270401,460000000,AA-,AA-,平衡型,137.61,0.406711577,283,216,499,283,,
113561.SH,正裕转债,109.7,0.0016,2062000,2261408,0.013752718,正裕工业,8.78,-0.0079,10.08,87.1032,0.2594,81.2451,1.6681,0.0728,28.508,inf,112,inf,4.5123,20251231,149934000,A+,A+,平衡型,135.64,0.350235276,258,242,500,258,,
113608.SH,威派转债,111.08,0.0007,6399000,7103183,0.015235896,威派格,17.73,-0.0073,19.08,92.9245,0.1954,77.3737,1.7386,0.2015,33.742,inf,115,inf,5.3699,20261109,419995000,A+,A+,偏股型,130.62,0.435629936,293,209,502,293,,
123054.SZ,思特转债,174.5,-0.0412,4407972600,8168492748,21.19944289,思特奇,19.99,-0.1346,12.63,158.274,0.1025,88.2914,-7.2188,0.7935,86.253,inf,115,inf,4.9534,20260610,207928700,AA-,AA-,偏股型,184.75,0.976409933,368,135,503,368,,
113502.SH,嘉澳转债,112.75,0.0002,13189000,14872448,0.071443661,嘉澳环保,26.85,-0.0161,44.64,60.1478,0.8745,96.8323,-0.5528,-0.3791,15.881,inf,108,inf,2.3726,20231110,184607000,A+,AA-,偏债型,200.2,0.164384198,130,373,503,130,,
128103.SZ,同德转债,163.022,-0.0129,38460000,62899482,0.353109679,同德化工,7.55,-0.0233,5.08,148.622,0.0969,81.6372,-6.1532,0.8216,81.432,inf,115,inf,4.7452,20260326,108918000,A+,A+,偏股型,172.712,0.996908272,371,132,503,371,,
113047.SH,旗滨转债,157.03,-0.0019,28932000,45414633,0.019288,旗滨集团,18.02,-0.0259,12.8,140.7813,0.1154,90.4843,-5.4427,0.5562,66.563,inf,110,inf,5.7836,20270409,1500000000,AA+,AA+,偏股型,168.57,0.735439187,353,151,504,353,,
123098.SZ,一品转债,126.1,0.0064,12114200,15322893,0.025237917,一品红,27.19,0.0115,25.45,106.8369,0.1803,86.3215,-0.3054,0.2382,39.814,inf,118,inf,5.589,20270128,480000000,AA-,AA-,偏股型,144.13,0.460817989,304,201,505,304,,
128137.SZ,洁美转债,126.9,-0.0008,4972400,6315765,0.008288176,洁美科技,30.32,-0.0023,27.63,109.7358,0.1564,83.0401,-1.4844,0.3222,43.905,inf,112,inf,5.3562,20261104,599939000,AA-,AA-,偏股型,142.54,0.52817735,319,186,505,319,,
123064.SZ,万孚转债,118.666,0.0077,1973200,2330939,0.003296223,万孚生物,63.82,0.021,71.64,89.0843,0.3321,91.7408,-0.5978,-0.0284,26.973,inf,110,inf,5.1808,20260901,598624500,AA,AA,平衡型,151.876,0.293492099,226,282,508,226,,
128056.SZ,今飞转债,109.735,0,1603000,1759266,0.009304215,今飞凯达,5.08,0,6.7,75.8209,0.4473,89.2146,2.5631,-0.1494,20.598,inf,115,inf,3.674,20250228,172287500,A+,A+,平衡型,154.465,0.23001168,185,323,508,185,,
128101.SZ,联创转债,123.78,0.0146,102747300,128808710,0.342626566,联创电子,12.97,0.0277,13.72,94.5335,0.3094,93.5522,-1.6102,0.0106,30.243,inf,110,inf,4.7178,20260316,299881300,AA,AA,平衡型,154.72,0.323111589,247,268,515,247,,
123088.SZ,威唐转债,101.6,-0.0039,6597500,6732111,0.021900386,威唐工业,16.15,-0.0265,20.72,77.944,0.3035,76.6592,3.4188,0.0172,24.974,inf,115,inf,5.4685,20261215,301250400,A+,A+,平衡型,131.95,0.325346469,249,266,515,249,,
128125.SZ,华阳转债,103.08,0.0027,1518000,1562994,0.003374268,华阳国际,17.06,-0.0161,25.39,67.1918,0.5341,85.5226,2.8349,-0.2139,17.604,inf,113,inf,5.0904,20260730,449875300,AA-,AA-,偏债型,156.49,0.205295442,162,353,515,162,,
113624.SH,正川转债,103.59,0.0064,26931000,27835594,0.066496296,正川股份,38.8,-0.0023,46.69,83.1013,0.2466,74.1021,2.8453,0.1219,29.517,inf,115,inf,5.8356,20270428,405000000,A+,A+,平衡型,128.25,0.397936091,279,238,517,279,,
110075.SH,南航转债,125.4,0.0031,9832000,12286137,0.001667339,南方航空,6.16,-0.0065,6.24,98.7179,0.2703,90.63,-2.4691,0.091,34.92,inf,106.5,inf,5.3014,20261015,5896821000,AAA,AAA,平衡型,152.43,0.383647799,272,247,519,272,,
128033.SZ,迪龙转债,137.679,-0.0003,194287200,266944932,0.652026483,雪迪龙,9.48,0.0053,8.71,108.8404,0.265,99.1221,-9.0842,0.0981,38.565,inf,106,inf,2.5014,20231227,297974400,AA,AA,平衡型,164.179,0.38898389,275,245,520,275,,
128135.SZ,洽洽转债,115.11,-0.0008,4685300,5405698,0.003496621,洽洽食品,44.75,0.0002,60.03,74.5461,0.5441,95.1627,0.832,-0.2162,19.997,inf,115,inf,5.3151,20261020,1339950700,AA,AA,偏债型,169.52,0.20961259,167,354,521,167,,
113597.SH,佳力转债,108.52,-0.0042,76450000,82803113,0.254952226,佳力图,16.05,-0.0614,23.15,69.3305,0.5653,89.9286,2.7994,-0.2286,18.641,inf,118,inf,5.0904,20260730,299860100,AA-,AA-,偏债型,165.05,0.206735121,165,356,521,165,,
128123.SZ,国光转债,103.152,0.0021,950000,979081,0.002969079,国光股份,9.24,-0.0075,13.48,68.546,0.5049,83.9982,2.4281,-0.1835,19.2,inf,110,inf,5.0822,20260727,319964500,AA-,AA-,平衡型,153.642,0.228026315,183,341,524,183,,
123090.SZ,三诺转债,120.3,0.0025,13374400,16305362,0.0267488,三诺生物,31.61,0.0118,35.15,89.9289,0.3377,91.8582,-0.4985,-0.0206,28.483,inf,112,inf,5.4849,20261221,500000000,AA,AA,平衡型,154.07,0.30962723,240,285,525,240,,
110076.SH,华海转债,108.8,0.0013,6396000,6942835,0.003471289,华海药业,21.4,-0.0373,34.46,62.101,0.752,90.9152,1.0766,-0.3166,17.93,inf,110,inf,5.3507,20261102,1842543200,AA,AA,偏债型,184,0.19671958,157,370,527,157,,
128122.SZ,兴森转债,117.77,0.0422,145539000,171074550,0.541419389,兴森科技,10.96,-0.0027,14.1,77.7305,0.5151,95.3607,-0.9573,-0.1842,22.493,inf,110,inf,4.0712,20250723,268810100,AA,AA,平衡型,169.28,0.234995129,188,346,534,188,,
123038.SZ,联得转债,118,0.0001,19242000,22775282,0.130567721,联得装备,22.89,-0.028,24.07,95.0976,0.2408,81.6979,0.1152,0.1648,36.356,inf,113,inf,4.4959,20251225,147371800,A+,A+,平衡型,142.08,0.444345571,300,235,535,300,,
113027.SH,华钰转债,98.31,0.0008,9631000,9468547,0.02961298,ST华钰,7.06,-0.0042,10.17,69.4199,0.4162,76.356,3.941,-0.0901,22.019,inf,110,inf,3.9644,20250614,325229000,A,A,平衡型,139.93,0.287521609,223,313,536,223,,
123103.SZ,震安转债,154.998,0.0039,119024800,186467308,0.417630877,震安科技,77.55,0.0188,56.89,136.3157,0.1371,74.8521,-4.2702,0.8219,80.176,inf,115,inf,5.7068,20270312,285000000,A+,A+,偏股型,168.708,1.070723467,373,164,537,373,,
123075.SZ,贝斯转债,110.579,-0.0044,4992400,5529330,0.008321,贝斯特,19.77,-0.0174,23.74,83.2772,0.3278,81.8157,0.8332,0.0184,28.807,inf,110,inf,5.3507,20261102,599976000,AA-,AA-,平衡型,143.359,0.351562108,260,278,538,260,,
128036.SZ,金农转债,118.66,0.0005,11940500,14172714,0.081828131,金新农,5.66,0.0035,6.93,81.6739,0.4529,93.1068,-3.0403,-0.1228,25.555,inf,106,inf,2.6986,20240309,145921700,AA-,AA-,平衡型,163.95,0.274450416,213,326,539,213,,
113045.SH,环旭转债,116.65,0.0056,8657000,10081665,0.002509275,环旭电子,16.73,-0.0059,19.75,84.7089,0.3771,89.334,-0.7207,-0.0515,27.338,inf,108,inf,5.6849,20270304,3450000000,AA+,AA+,平衡型,154.36,0.305773838,236,308,544,236,,
118000.SH,嘉元转债,131.17,-0.0031,3972000,5234758,0.003203226,嘉元科技,85.7,-0.0114,78.74,108.8392,0.2052,83.7933,-1.4407,0.2993,47.404,inf,115,inf,5.6603,20270223,1240000000,AA-,AA-,偏股型,151.69,0.56539962,330,215,545,330,,
128136.SZ,立讯转债,116.84,-0.0056,510339800,624000827,0.170121376,立讯精密,47.01,0.0255,58.36,80.5517,0.4505,90.7548,-0.8122,-0.1121,26.121,inf,108,inf,5.3534,20261103,2999857000,AA+,AA+,平衡型,161.89,0.287425018,222,325,547,222,,
113573.SH,纵横转债,101.36,0.0016,6003000,6085956,0.022246516,纵横通信,10.7,-0.0083,18.78,56.9755,0.779,83.1416,4.4139,-0.3143,18.266,inf,118,inf,4.8055,20260417,269840000,A+,A+,偏债型,179.26,0.219124963,178,371,549,178,,
123039.SZ,开润转债,106.61,-0.0055,3839100,4090166,0.017314621,开润股份,21.5,-0.0218,29.9,71.9064,0.4826,83.3636,2.9202,-0.1369,23.301,inf,115,inf,4.4986,20251226,221725900,A+,A+,平衡型,154.87,0.27885552,215,334,549,215,,
128121.SZ,宏川转债,109.949,0.0004,3514400,3842209,0.005246151,宏川智慧,16.41,-0.0085,20.24,81.0771,0.3561,81.9796,0.6082,-0.0105,28.014,inf,108,inf,5.0548,20260717,669900600,AA-,AA-,平衡型,145.559,0.341175122,254,295.5,549.5,254,,
128120.SZ,联诚转债,106.08,0.0018,5914000,6276717,0.022747344,联诚精密,15.79,0.0019,18.44,85.6291,0.2388,70.3832,2.2528,0.2173,35.735,inf,112,inf,5.0548,20260717,259986400,A,A,偏股型,129.96,0.507177849,317,233,550,317,,
113593.SH,沪工转债,107.9,-0.0005,10716000,11570689,0.026798643,上海沪工,16.87,-0.014,21.12,79.8769,0.3508,79.5942,2.4461,0.0041,28.347,inf,115,inf,5.063,20260720,399871000,A+,A+,平衡型,142.98,0.355626415,262,288,550,262,,
123114.SZ,三角转债,139.7,0.0014,19569900,27281611,0.021639198,三角防务,37.47,-0.005,31.82,117.7561,0.1864,82.304,-2.4423,0.431,57.412,inf,115,inf,5.9096,20270525,904372700,AA-,AA-,偏股型,158.34,0.697365863,348,205,553,348,,
128142.SZ,新乳转债,118.8,0.0111,5897400,7012759,0.008213678,新乳业,15.6,-0.0013,18.47,84.4613,0.4066,90.3308,-0.5859,-0.0646,28.51,inf,110,inf,5.4767,20261218,717997500,AA,AA,平衡型,159.46,0.315166034,242,311,553,242,,
127031.SZ,洋丰转债,116.317,0.001,4593000,5347180,0.004593,新洋丰,15.28,-0.0084,19.94,76.6299,0.5179,90.5671,0.1188,-0.1537,25.769,inf,112,inf,5.7425,20270325,1000000000,AA,AA,平衡型,168.107,0.284318478,219,348,567,219,,
113622.SH,杭叉转债,118.26,0.0065,1216000,1435209,0.001057391,杭叉集团,18.56,0.0254,23.08,80.4159,0.4706,89.4856,-0.8772,-0.1012,28.792,inf,108,inf,5.7425,20270325,1150000000,AA+,AA+,平衡型,165.32,0.321553412,244,330,574,244,,
113605.SH,大参转债,118.16,0.0143,9196000,10848350,0.006545479,大参林,51.8,0.0129,69.09,74.9747,0.576,91.2025,-0.4844,-0.1775,27.005,inf,110,inf,5.3205,20261022,1404939200,AA,AA,平衡型,175.76,0.29557852,227,359,586,227,,
113576.SH,起步转债,94.51,0.0125,47151000,44538662,0.177063962,ST起步,5.27,0.0498,10.55,49.9526,0.892,74.1642,5.4796,-0.3261,20.391,inf,115,inf,4.7863,20260410,266293600,A,A,偏债型,183.71,0.274334517,212,375,587,212,,
123065.SZ,宝莱转债,109.003,-0.0266,42306000,46486290,0.1932726,宝莱特,19.45,-0.0231,40.54,47.9773,1.272,87.0686,2.1445,-0.4487,21.985,inf,115,inf,5.189,20260904,218892900,AA-,AA-,偏债型,236.203,0.251920899,202,386,588,202,,
113566.SH,翔港转债,109.73,0.0006,2672000,2930819,0.016553399,翔港科技,7.71,0.0013,10.77,71.5877,0.5328,84.0208,2.7088,-0.1475,25.759,inf,118,inf,4.674,20260228,161417000,A+,A+,平衡型,163.01,0.305986137,237,352,589,237,,
128079.SZ,英联转债,133.097,-0.021,75337000,100738309,0.495566757,英联股份,8.54,-0.0394,8.29,103.0157,0.292,82.2907,-2.9016,0.2528,50.866,inf,112,inf,4.3178,20251021,152021900,A+,A+,偏股型,162.297,0.617400265,338,255,593,338,,
128070.SZ,智能转债,110.53,-0.0025,21734300,24021199,0.094618232,智能自控,6.67,0.0015,9.51,70.1367,0.5759,84.8192,1.5963,-0.1724,25.779,inf,112,inf,4.0137,20250702,229705200,A+,A+,平衡型,168.12,0.303124764,235,358,593,235,,
113594.SH,淳中转债,111.95,-0.0006,3967000,4425701,0.013227654,淳中科技,21.25,-0.0056,27.84,76.329,0.4667,79.4695,1.6515,-0.039,32.521,inf,115,inf,5.0658,20260721,299902000,A+,A+,平衡型,158.62,0.408716552,284,328,612,284,,
123027.SZ,蓝晓转债,313.999,-0.0593,153729300,487723640,1.434032614,蓝晓科技,73.87,-0.0646,29.02,254.5486,0.2336,85.9706,-22.0948,1.9633,228.098,inf,113,inf,3.9562,20250611,107200700,A+,A+,偏股型,337.359,2.652399774,389,230,619,389,,
123093.SZ,金陵转债,120.495,-0.0133,14740000,17873547,0.05896,金陵体育,42.19,-0.0009,49.19,85.7695,0.4049,81.0249,1.311,0.059,39.504,inf,120,inf,5.5644,20270119,250000000,A+,A+,平衡型,160.985,0.487135436,311,310,621,311,,
113574.SH,华体转债,103.03,-0.0015,2236000,2307419,0.010709017,华体科技,17.38,-0.0285,33.91,51.2533,1.0102,77.9311,2.5604,-0.3419,25.144,inf,110,inf,4.7589,20260331,208796000,A+,A+,偏债型,204.05,0.32206526,246,378,624,246,,
123014.SZ,凯发转债,132,-0.02,34366100,45660363,0.295954598,凯发电气,7.06,0.0014,8.05,87.7019,0.5051,92.3495,-9.0881,-0.0498,39.705,inf,106,inf,2.0822,20230727,116119500,A+,A+,平衡型,182.51,0.429352622,291,342,633,291,,
113575.SH,东时转债,131.65,0.0007,11777000,15516393,0.119659422,东方时尚,10.2,0,12.15,83.9506,0.5682,91.9015,-3.1793,-0.0863,39.772,inf,108,inf,4.7836,20260409,98421000,AA,AA,平衡型,188.47,0.432511983,292,357,649,292,,
123043.SZ,正元转债,148,-0.0094,115085900,171787159,0.693470277,正元智慧,16.61,-0.0172,15.38,107.9974,0.3704,81.8181,-4.3037,0.3208,66.231,inf,115,inf,4.6877,20260305,165956500,A+,A+,偏股型,185.04,0.808890698,356,305,661,356,,
123042.SZ,银河转债,136.1,-0.0058,60547300,82530158,0.363600933,金银河,22.63,-0.0308,24.38,92.822,0.4662,79.0692,-3.6308,0.1747,57.08,inf,110,100.085,4.5507,20260114,166521300,A+,A+,平衡型,182.72,0.721277059,350,327,677,350,,
128030.SZ,天康转债,174.18,0,2882500,5018541,0.031839606,天康生物,8.68,0.0058,7.39,117.456,0.4829,101.4754,-16.6715,0.1576,72.713,inf,108,100.005,2.4877,20231222,90531900,AA,AA,平衡型,222.47,0.716475126,349,335,684,349,,
128062.SZ,亚药转债,80.8,0.0094,42842000,34613607,0.04448222,亚太药业,4.75,0.0326,16.25,29.2308,1.7642,53.7896,11.1166,-0.456,27.071,inf,115,inf,3.7644,20250402,963126400,BB,BB,偏债型,257.22,0.502149114,315,389,704,315,,
123034.SZ,通光转债,175.592,-0.0151,27270000,47960370,0.349564294,通光线缆,9.33,-0.0342,7.97,117.064,0.5,82.2637,-8.8656,0.424,93.385,inf,113,100.098,4.3562,20251104,78011400,A+,A+,偏股型,225.592,1.134501609,374,339,713,374,,
123072.SZ,乐歌转债,128.599,-0.0019,14634800,18820461,0.103080701,乐歌股份,25.08,0.0064,56.12,44.69,1.8776,83.2072,0.1503,-0.4626,45.432,inf,120,inf,5.3178,20261021,141974200,A+,A+,偏债型,316.359,0.54552731,324,392,716,324,,
127004.SZ,模塑转债,166.14,-0.0062,18057700,30082421,0.137438179,模塑科技,5.73,-0.0069,7.46,76.8097,1.163,100.0493,-18.621,-0.232,66.123,inf,110,inf,1.9315,20230602,131387800,AA-,AA-,偏债型,282.44,0.660581333,343,381,724,343,,
123018.SZ,溢利转债,224.2,0.0228,62269500,138412991,1.146848214,溢多利,9.89,0.0228,8.32,118.8702,0.8861,92.3757,-17.8259,0.2881,131.918,inf,110,inf,3.4822,20241220,54296200,AA-,AA-,偏股型,312.81,1.427045208,379,374,753,379,,
113526.SH,联泰转债,267.35,-0.0328,30330000,81960251,0.157096537,联泰环保,7.47,-0.0066,6.11,122.2586,1.1868,97.0011,-22.2077,0.2611,170.407,inf,106,inf,3.5753,20250123,193066000,AA-,AA+,偏股型,386.03,1.756154312,384,385,769,384,,
110044.SH,广电转债,247.35,0.0006,44378000,110322743,0.626029793,广电网络,6.05,0.0254,6.9,87.6812,1.821,100.0877,-23.4704,-0.1231,147.356,inf,108,inf,3,20240627,70888000,AA,AA,平衡型,429.45,1.471332641,380,390,770,380,,
123015.SZ,蓝盾转债,225.962,-0.0041,51029000,115982574,0.508990039,蓝盾股份,4.11,-0.0284,5.79,70.9845,2.1833,93.172,-20.3163,-0.2374,132.883,inf,108,inf,3.1288,20240813,100255400,AA-,AA-,偏债型,444.292,1.425213583,378,393,771,378,,
128041.SZ,盛路转债,275.5,-0.0046,27075000,75073892,0.511058301,盛路通信,6.56,-0.0209,6.82,96.1877,1.8642,101.5347,-25.3521,-0.0517,174.067,inf,110,100.455,3.0548,20240717,52978300,AA-,AA,平衡型,461.92,1.713358093,382,391,773,382,,
113580.SH,康隆转债,252.98,-0.0138,10687000,27275660,0.259866261,康隆达,14.42,0.0042,15.51,92.9723,1.721,88.7678,-14.4201,0.0477,164.241,inf,115,inf,4.8219,20260423,41125000,AA-,AA-,平衡型,425.08,1.849907286,385,388,773,385,,
123013.SZ,横河转债,343.2,-0.009,73962400,261496747,1.934046854,横河精密,7.73,-0.0039,9.12,84.7588,3.0491,90.2822,-30.2772,-0.0604,252.997,inf,110,inf,3.0795,20240726,38242300,A+,A+,平衡型,648.11,2.801413789,391,395,786,391,,
