,0,1,2,3,4,5,6,7,8,9,10,11
0,128062.XSHE,90.15,87.02000501979325,1.0359686830573593,20200403,85.59585600000001,1.4241490197932367,3.9972602739726026,0.6282945055943112,16.25,4.89,2024-04-01
1,128015.XSHE,106.01,91.5112813729572,1.1584364070693405,20200403,90.27929300000001,1.231988372957186,2.1780821917808217,0.5037684169933642,9.48,6.12,2022-06-07
2,128012.XSHE,100.63,91.57525130777852,1.0988776832486002,20200403,91.568286,0.006965307778516028,1.0465753424657533,0.5145090485112969,7.71,2.5,2021-04-20
3,127012.XSHE,107.5,94.36744994677913,1.139163981443043,20200403,92.701198,1.6662519467791332,3.967123287671233,0.2212267543494683,9.09,6.94,2024-03-21
4,110066.XSHG,106.68,94.6071413198513,1.1276104373488292,20200403,92.62968000000001,1.97746131985128,4.912328767123288,0.42779596187902474,4.92,4.15,2025-03-01
5,113026.XSHG,105.65,94.99812890661495,1.1121271673030113,20200403,94.17510300000001,0.8230259066149486,4.032876712328767,0.199742858796003,6.2,4.39,2024-04-14
6,113024.XSHG,105.25,95.5162108163757,1.1019071956522326,20200403,94.135122,1.3810888163757136,4.013698630136986,0.2933270887592893,9.87,6.18,2024-04-07
7,110065.XSHG,110.55,96.40442072802168,1.1467316453452499,20200403,92.759862,3.6445587280216776,4.723287671232876,0.3550212965443059,9.93,8.35,2024-12-22
8,113532.XSHG,106.74,96.44543512728463,1.1067397835794823,20200403,94.628502,1.816933127284626,3.9972602739726026,0.38554282091617265,7.75,5.67,2024-04-01
9,128071.XSHE,108.141,96.7702980449982,1.1175019834052224,20200403,95.575057,1.1952410449981934,4.36986301369863,0.3420696893324517,4.38,3.33,2024-08-15
10,128096.XSHE,112.23,97.30512122863762,1.1533822535022944,20200403,95.800241,1.5048802286376168,4.86027397260274,0.3041807621135827,4.7,4.05,2025-02-10
11,128032.XSHE,103.01100000000001,97.60052177735737,1.0554349313314617,20200403,97.282738,0.3177837773573837,2.7260273972602738,0.3172130658721358,9.93,5.09,2022-12-24
12,113545.XSHG,109.99,97.72414444903323,1.1255150978309547,20200403,93.960317,3.7638274490332315,4.531506849315068,0.40154825642754316,11.4,9.34,2024-10-13
13,113032.XSHG,110.76,97.73566186234677,1.133260857802314,20200403,92.877787,4.857874862346779,4.912328767123288,0.3994576363520918,14.58,11.39,2025-03-01
14,110063.XSHG,113.11,97.75056625314458,1.1571288467739318,20200403,96.543751,1.2068152531445873,4.695890410958904,0.2840067545675631,3.3,3.04,2024-12-12
15,123004.XSHE,107.30799999999999,97.79861563526715,1.0972343453224063,20200403,96.911159,0.8874566352671591,2.706849315068493,0.4381214938347581,3.98,3.06,2022-12-17
16,128075.XSHE,113.55,97.83430670459703,1.1606358119637448,20200403,95.32148199999999,2.5128247045970307,4.473972602739726,0.34543904816913795,5.79,5.39,2024-09-22
17,128044.XSHE,109.05,97.90924737497164,1.1137865209234183,20200403,96.671128,1.2381193749716413,3.361643835616438,0.39097177985118053,5.92,4.5,2023-08-13
18,110043.XSHG,108.97,97.96194203034614,1.11237076094555,20200403,97.075455,0.8864870303461352,2.824657534246575,0.24048235993519357,6.52,5.0,2023-01-29
19,123023.XSHE,104.35,97.9927718671082,1.0648744597357964,20200403,96.74934300000001,1.2434288671081866,3.9616438356164383,0.36141908090193575,7.19,4.83,2024-03-19
20,128034.XSHE,111.21,98.10734237985805,1.1335543018728431,20200403,97.10831999999999,0.9990223798580549,2.813698630136986,0.23916638860843303,4.68,4.18,2023-01-25
21,128033.XSHE,106.5,98.13070954817795,1.0852871694330621,20200403,96.82943900000001,1.3012705481779423,2.7315068493150685,0.3910096942532244,8.93,6.1,2022-12-26
22,128022.XSHE,104.1,98.17833774867293,1.0603153647445727,20200403,97.065719,1.112618748672926,2.66027397260274,0.476618929922008,7.91,4.54,2022-11-30
23,113014.XSHG,105.79,98.46937194000859,1.074344214000384,20200403,97.82356700000001,0.6458049400085722,2.5643835616438357,0.35051954946907027,8.59,5.21,2022-10-26
24,113017.XSHG,106.42,98.47304825797288,1.0807017948830857,20200403,98.017262,0.4557862579728692,2.7315068493150685,0.362163886935183,2.95,2.02,2022-12-26
25,128076.XSHE,110.29700000000001,98.52155966266128,1.119521456802531,20200403,93.960317,4.561242662661278,4.531506849315068,0.32945111321712056,14.96,12.36,2024-10-13
26,128018.XSHE,106.18,98.54852975295923,1.0774387021924254,20200403,97.73168199999999,0.8168477529592333,2.591780821917808,0.3376252796222463,7.45,5.16,2022-11-05
27,128064.XSHE,107.19,98.59210172094973,1.0872067653389248,20200403,96.972577,1.619524720949731,4.013698630136986,0.38345235552803686,6.15,4.87,2024-04-07
28,113016.XSHG,104.16,98.68234427104623,1.0555079611192508,20200403,97.73168199999999,0.9506622710462439,2.591780821917808,0.36476613444781303,17.12,9.04,2022-11-05
29,110045.XSHG,102.44,98.71510786545726,1.0377337594527025,20200403,98.225658,0.48944986545726615,3.2739726027397262,0.24821418372043125,12.02,6.3,2023-07-12
30,127006.XSHE,108.265,98.89468267315051,1.0947504665930183,20200403,95.590191,3.304491673150504,2.9397260273972603,0.28860402110850775,20.62,15.62,2023-03-12
31,113525.XSHG,106.63,98.91323178879219,1.0780155300929333,20200403,97.453918,1.4593137887921908,3.7041095890410958,0.34974928162899777,8.11,5.83,2023-12-16
32,128037.XSHE,104.05,98.91439721304143,1.051919669245899,20200403,98.545711,0.36868621304142685,2.9452054794520546,0.37505812114924264,8.01,3.61,2023-03-14
33,113027.XSHG,108.27,99.09923830962529,1.0925411925137265,20200403,96.25074000000001,2.84849830962528,4.197260273972603,0.3953504521813526,10.17,7.98,2024-06-13
34,128026.XSHE,103.53,99.15230469240551,1.044151220903792,20200403,97.392485,1.7598196924055185,2.6931506849315068,0.4282759962921106,11.54,7.77,2022-12-12
35,113012.XSHG,107.35,99.30428098373983,1.0810208677466542,20200403,98.278705,1.0255759837398333,1.9698630136986301,0.397551653801113,13.29,8.45,2022-03-23
36,127014.XSHE,111.704,99.56441585267953,1.1219269358771993,20200403,96.47165,3.0927658526795363,4.558904109589041,0.39223162157072444,8.84,7.17,2024-10-23
37,110058.XSHG,112.29,99.73952983575512,1.1258324576515673,20200403,96.89800799999999,2.841521835755131,4.035616438356165,0.5395383160073064,5.1,4.52,2024-04-15
38,110041.XSHG,113.38,99.86104875695035,1.135377621318129,20200403,99.236899,0.6241497569503622,2.717808219178082,0.3102617862386536,2.82,2.5,2022-12-21
39,128049.XSHE,109.2,99.93589442197984,1.0927004819599895,20200403,97.915183,2.020711421979845,3.649315068493151,0.36469758918863165,7.52,6.36,2023-11-26
40,128072.XSHE,105.11399999999999,100.20229409062809,1.0490178987811347,20200403,95.807819,4.39447509062809,4.380821917808219,0.5312447919744719,15.36,9.39,2024-08-19
41,123026.XSHE,112.52,100.22383581201363,1.1226870243826015,20200403,96.37540600000001,3.848429812013617,3.1835616438356165,0.4619320966982052,12.31,11.18,2023-06-09
42,113508.XSHG,106.95,100.30554846390221,1.0662421136004154,20200403,98.66451500000001,1.6410334639022053,3.0602739726027397,0.2989165365783566,15.91,10.29,2023-04-25
43,128023.XSHE,101.08200000000001,100.32400313319087,1.0075554886481435,20200403,99.47488,0.8491231331908744,2.6684931506849314,0.49235953936122734,10.34,4.68,2022-12-03
44,113505.XSHG,109.06,100.41915010026698,1.0860478294339801,20200403,98.62735699999999,1.791793100266988,2.9205479452054797,0.4607993490012762,7.24,5.63,2023-03-05
45,113559.XSHG,112.33,100.46358916016786,1.1181165329551752,20200403,96.48649300000001,3.977096160167845,4.723287671232876,0.4689278489917185,10.39,8.12,2024-12-22
46,113011.XSHG,116.58,100.60873120623755,1.158746349370245,20200403,100.017966,0.5907652062375501,1.9506849315068493,0.22880945618570925,3.97,3.59,2022-03-16
47,128048.XSHE,117.1,100.9330110777079,1.160175434673649,20200403,98.486395,2.446616077707904,3.6082191780821917,0.35468666177345887,5.91,5.78,2023-11-11
48,113542.XSHG,112.01,100.9957056590442,1.1090570561300837,20200403,95.906638,5.089067659044209,4.328767123287672,0.31175304046632807,16.62,14.03,2024-07-31
49,110048.XSHG,117.09,101.0041363969372,1.1592594538885694,20200403,98.270504,2.7336323969371987,3.6767123287671235,0.2606940521761093,8.48,8.11,2023-12-06
50,113025.XSHG,113.3,101.06860474984104,1.1210207193463626,20200403,97.038016,4.030588749841041,4.019178082191781,0.33751270198319944,11.3,10.21,2024-04-09
51,110055.XSHG,110.56,101.38723279923818,1.0904726063381696,20200403,96.892303,4.4949297992381725,3.947945205479452,0.3502531027699826,17.25,13.18,2024-03-14
52,110064.XSHG,113.0,101.46133909811805,1.1137247054340915,20200403,100.00972900000001,1.4516100981180453,4.715068493150685,0.3256754910029307,4.65,3.85,2024-12-19
53,128046.XSHE,113.398,101.54526350594652,1.1167236765637953,20200403,96.19358100000001,5.351682505946508,3.536986301369863,0.42509402461102647,18.62,14.52,2023-10-16
54,128025.XSHE,115.37,101.55127583238166,1.1360763225705528,20200403,97.02023299999999,4.531042832381667,2.673972602739726,0.2824276862490645,15.45,15.3,2022-12-05
55,110059.XSHG,106.29,101.63025482881665,1.045849980195682,20200403,99.35470600000001,2.2755488288166323,4.5698630136986305,0.21285490128254037,15.05,10.15,2024-10-27
56,110042.XSHG,117.99,101.70638770617717,1.1601041258181843,20200403,98.213298,3.493089706177172,2.7260273972602738,0.3205915085587889,14.18,13.06,2022-12-24
57,113535.XSHG,105.77,101.71890611256347,1.0398263611186847,20200403,99.329944,2.3889621125634695,3.095890410958904,0.4100703284072136,12.56,9.2,2023-05-08
58,127007.XSHE,118.9,101.99699199600046,1.16572065188611,20200403,99.727753,2.269238996000452,3.232876712328767,0.46207945792904487,5.61,5.45,2023-06-27
59,128040.XSHE,116.199,102.07622587045171,1.1383551753517216,20200403,98.319979,3.7562468704517085,3.1945205479452055,0.4680336714810164,11.37,10.24,2023-06-13
60,123007.XSHE,110.7,102.09223103217607,1.0843136532603646,20200403,98.25532199999999,3.8369090321760786,2.734246575342466,0.5361938418519929,15.05,10.88,2022-12-27
61,113516.XSHG,108.58,102.26493599659109,1.0617519968292888,20200403,101.43804499999999,0.8268909965910965,3.328767123287671,0.25699318037644503,5.67,4.41,2023-08-01
62,123010.XSHE,116.43799999999999,102.29531601574966,1.138253485448668,20200403,98.130214,4.165102015749667,3.252054794520548,0.4216025408367459,12.38,11.12,2023-07-04
63,113557.XSHG,111.25,102.3130103572275,1.087349493593912,20200403,98.468595,3.84441535722751,4.712328767123288,0.3508177492089019,10.26,8.7,2024-12-18
64,113534.XSHG,114.53,102.36718120974584,1.1188156071752438,20200403,96.963252,5.403929209745846,4.016438356164383,0.4577056958352168,15.28,13.42,2024-04-08
65,128035.XSHE,108.26,102.3905236557779,1.0573244098638896,20200403,95.885239,6.505284655777903,2.8438356164383563,0.4707018346681899,52.3,29.16,2023-02-05
66,128073.XSHE,113.3,102.4341384573382,1.1060765649645916,20200403,100.51282900000001,1.9213094573381804,3.3835616438356166,0.435028549132123,5.8,4.78,2023-08-21
67,113541.XSHG,110.95,102.48491767578325,1.0825983229161242,20200403,96.183572,6.3013456757832484,4.304109589041096,0.34235749975719826,18.72,16.35,2024-07-22
68,113502.XSHG,110.63,102.72104025331735,1.076994544907047,20200403,99.694952,3.02608825331736,2.6027397260273974,0.35626956401017473,45.04,25.31,2022-11-09
69,128014.XSHE,104.68,102.90568829828258,1.0172421149020878,20200403,102.529466,0.37622229828258924,2.0356164383561643,0.32099528195909666,12.64,6.75,2022-04-16
70,113009.XSHG,113.4,103.11526350369293,1.099740195067617,20200403,102.675304,0.43995950369293324,0.8027397260273973,0.3622535976356895,14.41,10.15,2021-01-21
71,113013.XSHG,118.92,103.19077045198708,1.1524286472435195,20200403,100.175326,3.015444451987085,2.2575342465753425,0.31424354987811604,19.4,16.35,2022-07-06
72,128051.XSHE,115.07,103.31290121622621,1.1138008771931305,20200403,98.023916,5.2889852162262105,3.695890410958904,0.45916082537603314,12.72,11.85,2023-12-13
73,110047.XSHG,113.7,103.41699836205268,1.099432412473891,20200403,102.437188,0.9798103620526762,3.632876712328767,0.2840067545675631,3.34,3.04,2023-11-20
74,113528.XSHG,106.1,103.55605819052616,1.0245658424424904,20200403,99.395668,4.160390190526152,3.9095890410958902,0.33652220972767904,24.03,16.45,2024-02-29
75,123030.XSHE,115.25,103.59454502690423,1.1125103157706688,20200403,100.73904300000001,2.855502026904226,4.380821917808219,0.4599741996677639,5.7,5.62,2024-08-19
76,113021.XSHG,108.75,103.64018110703226,1.049303453915144,20200403,102.74193100000001,0.8982501070322555,3.9178082191780823,0.1827714529131943,7.22,5.13,2024-03-03
77,110038.XSHG,115.8,103.78043340235014,1.115817271171443,20200403,99.563221,4.217212402350148,1.610958904109589,0.3548452282897432,25.5,21.87,2021-11-12
78,113524.XSHG,108.6,103.90029051568203,1.0452328810727303,20200403,100.646971,3.2533195156820423,3.695890410958904,0.3978954765261852,14.56,10.19,2023-12-13
79,128085.XSHE,113.76,103.93728864718231,1.0945061342340874,20200403,101.976711,1.9605776471823126,4.704109589041096,0.5657408376279726,3.98,3.89,2024-12-15
80,128057.XSHE,118.65,104.01523691929964,1.1406982622368564,20200403,99.08205699999999,4.9331799192996515,3.9205479452054797,0.47166948597508407,8.81,9.08,2024-03-04
81,128010.XSHE,106.501,104.04322992002888,1.0236225853605299,20200403,104.00659300000001,0.036636920028872026,0.8027397260273973,0.46810298119110505,9.26,3.98,2021-01-21
82,110053.XSHG,111.85,104.09659966383806,1.0744827435401367,20200403,102.920726,1.1758736638380565,3.9452054794520546,0.17235087757246842,7.56,5.96,2024-03-13
83,128013.XSHE,103.36,104.14605391872638,0.9924523888409655,20200403,104.10295,0.04310391872637672,1.3178082191780822,0.3910825639682751,8.0,3.36,2021-07-28
84,113527.XSHG,102.87,104.53967631641709,0.9840283003042466,20200403,102.448293,2.091383316417075,3.808219178082192,0.4312473970240284,10.52,6.86,2024-01-23
85,128066.XSHE,112.51100000000001,105.05382755896458,1.0709843002802526,20200403,99.361717,5.692110558964586,4.038356164383561,0.3797825220307011,14.8,14.0,2024-04-16
86,128042.XSHE,110.0,105.15642584884993,1.0460606578442684,20200403,101.904811,3.251614848849945,3.3205479452054796,0.4620149733071429,13.01,10.1,2023-07-29
87,110033.XSHG,111.4,105.37593826084817,1.0571673366669327,20200403,104.97546799999999,0.40047026084818527,0.7561643835616438,0.27468791316692476,7.42,6.26,2021-01-04
88,113568.XSHG,112.71,105.45824827293525,1.0687641966922925,20200403,101.66226999999999,3.795978272935258,4.923287671232877,0.3807376329705274,9.08,8.06,2025-03-05
89,127013.XSHE,119.99,105.59221932568747,1.1363526665719959,20200403,99.907326,5.684893325687473,4.032876712328767,0.5621149206345619,11.49,11.41,2024-04-14
90,113519.XSHG,110.66,105.71395535527863,1.0467870550117904,20200403,103.190766,2.523189355278626,3.5945205479452054,0.3742501140146787,11.85,8.54,2023-11-06
91,110052.XSHG,118.8,105.9344176946599,1.1214485583186309,20200403,102.03249,3.9019276946599084,3.9205479452054797,0.5293030134431506,8.04,7.72,2024-03-04
92,110031.XSHG,117.75,106.10945667356252,1.109703165875674,20200403,105.75752800000001,0.3519286735625136,0.18904109589041096,0.3490163860909685,21.79,19.02,2020-06-11
93,110034.XSHG,117.31,106.58644490330673,1.1006089949469793,20200403,104.465305,2.121139903306727,0.7835616438356164,0.3291944850692368,18.32,17.6,2021-01-14
94,127003.XSHE,108.396,106.92048105541208,1.013800152506078,20200403,106.530667,0.3898140554120907,1.178082191780822,0.40629449831372316,3.01,2.48,2021-06-07
95,128058.XSHE,122.48700000000001,106.96645830028571,1.145097275784748,20200403,104.212358,2.7541003002857134,3.926027397260274,0.45660396883951854,5.54,5.52,2024-03-06
96,113530.XSHG,109.01,107.01113588224912,1.0186790290680623,20200403,103.111738,3.8993978822491173,3.9808219178082194,0.44984447819218587,16.76,11.14,2024-03-26
97,123028.XSHE,111.088,107.33483327219942,1.0349669032259323,20200403,103.00966700000001,4.3251662721994055,4.210958904109589,0.4274363641993975,11.95,9.82,2024-06-18
98,123011.XSHE,109.0,108.45908883894344,1.0049872368175596,20200403,102.21087,6.24821883894344,3.287671232876712,0.3798956738895562,34.66,23.9,2023-07-17
99,128093.XSHE,116.2,109.59557896165096,1.0602617468781292,20200403,107.070799,2.524779961650964,4.7534246575342465,0.41229526065672883,6.0,5.3,2025-01-02
100,128069.XSHE,115.601,109.93534685064195,1.0515362284439362,20200403,101.27076,8.66458685064195,4.2246575342465755,0.47290382028484396,18.08,17.39,2024-06-23
101,113537.XSHG,113.21,110.42885731557406,1.0251849267667257,20200403,102.63031,7.798547315574073,4.186301369863013,0.5050781875709939,19.93,17.32,2024-06-09
102,113564.XSHG,120.7,112.67732125842427,1.0712004745229593,20200403,103.628327,9.048994258424267,4.906849315068493,0.4063929440824484,23.8,21.45,2025-02-27
103,128063.XSHE,114.98899999999999,113.28882660991631,1.0150074234234752,20200403,109.180489,4.108337609916313,4.0,0.558532027514985,8.67,7.96,2024-04-02
104,128050.XSHE,119.999,114.60273648024497,1.047086689947279,20200403,106.076296,8.526440480244968,3.684931506849315,0.520753355975744,14.93,15.9,2023-12-09
105,123033.XSHE,111.554,127.5849384165502,0.8743508550812555,20200403,99.629102,27.9558364165502,4.580821917808219,0.7474114434232325,41.2,31.94,2024-10-31
106,113553.XSHG,121.4,135.78712252816015,0.894046487912162,20200403,102.15438,33.63274252816014,4.695890410958904,0.4352494679606168,62.69,62.4,2024-12-12
107,113008.XSHG,112.04,,,20200403,104.718303,,-0.16986301369863013,0.3123889978216262,5.13,4.63,2020-02-01
